"Country","Gender Equality Index","WORK","Participation","FTE employment rate (%)","Duration of working life (years)","Segregation and quality of work","Employed people in education, human health and social work activities (%)","Ability to take one hour or two off during working hours to take care of personal or family matters (%)","Career Prospects Index (points, 0-100)","MONEY","Financial resources","Mean monthly earnings (PPS)","Mean equivalised net income (PPS)","Economic situation","Not at-risk-of-poverty (%)","Income distribution S20/80","KNOWLEDGE","Attainment and participation","Graduates of tertiary education (%)","People participating in formal or non-formal education (%)","Segregation","Tertiary students in education, health and welfare, humanities and arts (%)","TIME","Care activities","People caring for and educating their children or grandchildren, elderly or people with disabilities, every day (%)","People doing cooking and/or housework, every day (%)","Social activities","Workers doing sporting, cultural or leisure activities outside of their home, at least daily or several times a week (%)","Workers involved in voluntary or charitable activities, at least once a month (%)","POWER","Political","Share of ministers (%)","Share of members of parliament (%)","Share of members of regional assemblies (%)","Economic","Share of members of boards in largest quoted companies, supervisory board or board of directors (%)","Share of board members of central bank (%)","Social","Share of board members of research funding organisations (%)","Share of board members of publically owned broadcasting organisations (%) ","Share of members of highest decision making body of the national Olympic sport organisations (%) ","HEALTH","Status","Self-perceived health, good or very good (%)","Life expectancy at birth (years)","Healthy life years at birth (years)","Behaviour","People who don't smoke and are not involved in harmful drinking (%)","People doing physical activities and/or consuming fruits and vegetables (%)","Access","Population without unmet needs for medical examination (%)","Population without unmet needs for dental examination (%)"
"FR","72,5821317408","72,1046626575","82,2772643031","77,1504992104","87,4040293957","63,1897817822","40,5338387923","55,6666979583","93,368808596","86,1323036436","80,3857154811","77,621252225","83,1501787373","92,2897020516","97,1019370887","87,4774670144","66,1227356867","77,4764610279","82,3788671423","72,5740549135","56,4328328462","56,4328328462","67,3161155631","70,3839650747","78,6137337512","62,1541963982","64,381985438","71,4690705297","57,2949003463","68,1561253563","77,1458386402","90,7117212711","48,6524110333","92,0733836162","70,2151058815","65,8168734813","74,6133382816","58,4482643954","69,682225578","65,2225520136","40,4400155947","87,1265002634","91,5842695987","87,4866850702","95,8681385664","91,3979851594","73,9688377504","80,2571587299","67,6805167709","97,6295139861","98,3477980303","96,911229942"
"HR","53,1168347625","69,4326675262","78,5075992222","73,0843397909","83,9308586534","61,406734731","26,6441549725","66,6559910871","90,9200581333","69,8835708211","57,0834107741","61,8988900721","52,2679314762","85,5539885314","92,6680722518","78,439904811","49,7795810127","59,3120318692","67,6600284967","50,9640352417","41,7791569047","41,7791569047","51,0223179514","54,3930437536","76,0540509849","32,7320365223","47,8604753382","42,2569336187","53,4640170578","28,5327447842","38,6561741154","30,9379737805","43,0491124024","41,9814361634","18,998805497","36,997610994",1,"31,6290020948","53,7385030155","27,0167057131","14,1317975558","83,2623383002","86,3946592562","80,2246593365","92,8944375406","86,0648808914","68,2904351966","82,906481532","53,6743888611","97,8360776955","96,9767725453","98,6953828456"
"IT","62,1213750038","62,4377471099","66,7144357991","60,5373487692","72,891522829","58,435212971","32,2536297249","59,2200901483","83,8319190398","78,5945728382","73,0483344849","74,9812565634","71,1154124064","84,5619126456","92,849318397","76,2745068943","61,4037604957","56,1494111343","55,9948664322","56,3039558364","67,1498013398","67,1498013398","59,2965054191","61,2410802714","82,7859915709","39,6961689719","57,4136762339","61,8596002427","52,9677522251","45,256868459","47,4241191859","51,7260701044","57,5003308246","33,0459566288","44,7129108906","50,673074432","38,7527473492","43,7140738493","63,879661953","51,1610870137","16,1014725813","86,2869618548","91,3395527243","84,8977901861","97,0400817447","92,0807862421","74,2240725054","89,6182590279","58,8298859828","94,7614884072","95,3774603936","94,1455164207"
"CY","55,080854165","70,656041522","84,6806215069","82,090653825","87,2705891889","58,9541752849","36,2428679314","57,2385143959","83,3811435276","79,2046285652","72,057704239","69,334735224","74,7806732539","87,060408771","94,6861160489","79,4347014931","58,472194388","73,3220523705","86,7719055058","59,8721992352","46,6298665409","46,6298665409","51,2696749868","65,6665735246","81,2689221623","50,0642248869","40,0291873348","33,1866797841","46,8716948854","24,6899929387","25,7703430494","16,3288559818","27,004326731","33,9778464356","22,6361717988","17,8726287856","27,399714812","25,8011887554","47,5877912293","21,4825297244","8,3332453125","88,1783302946","95,4782940874","97,0352729251","97,0278326403","92,3717766969","73,0022064519","76,7061438922","69,2982690115","98,3659918458","99,0521707454","97,6798129463"
"LV","57,8591819064","73,6460530976","87,829671407","83,6715145577","91,9878282562","61,7529480637","25,5621771337","68,310839037","91,3858280206","64,2726618715","51,9437318107","52,0362607635","51,851202858","79,5278837319","88,5116566565","70,5441108074","48,8954189343","59,0660114291","63,3835360927","54,7484867656","40,4761035139","40,4761035139","65,7962610747","89,8192909949","97,5847454646","82,0538365252","48,1984206673","51,805857315","44,5909840196","39,0131139433","40,4688392063","44,006065145","31,9971121668","45,403340307","44,1941616349","52,2629319897","36,1253912801","33,2006205624","63,5808135626","11,8130117326","24,2080363921","78,4265136067","79,8172806832","67,7531631245","88,7183317945","82,9803471305","65,4744913524","66,5901953093","64,3587873955","92,3038183094","93,640674807","90,9669618118"
"LT","56,7635043663","73,1848292353","88,1884245106","85,1748713163","91,201977705","60,7338124014","30,6934331102","58,98165249","92,526351604","65,6066866522","53,5049009316","52,4265827569","54,5832191064","80,4456649491","91,6191255421","69,272204356","55,7553068781","68,4261431912","77,5093463421","59,3429400404","45,4307973546","45,4307973546","50,5658969509","63,9910126321","74,1283404173","53,8536848469","39,9573288385","45,2888226246","34,6258350525","36,6403363094","40,0206678558","36,2699364621","41,1109182676","42,6811488378","30,073620468","25,6212279562","34,5260129797","40,8703453456","56,1654219624","48,2687926596","18,1768214147","79,1231857409","78,4521635492","63,256104095","88,1767637698","83,923622783","64,7538423585","66,8144798292","62,6932048878","97,5081296706","97,3862366131","97,630022728"
"LU","69,0125876776","73,9833203502","81,2512447271","78,6464410175","83,8560484367","67,3655118568","42,6626384451","61,3984317945","98,0354653308","94,440445345","96,9844177756","96,0102556695","97,9585798817","91,9632031777","96,2644233831","87,6619829724","69,3507914628","84,1314242494","89,621762642","78,6410858569","57,1668947653","57,1668947653","69,1292629413","79,4444023319","92,4749002663","66,4139043974","60,1534514016","76,0834774449","44,2234253584","43,4577704229","51,069238118","52,0181514618","56,4926742597","44,6968886323","23,5485390258","24,2589727818","22,8381052698","68,2462789364","89,4062315242","81,2699508686","34,0626544163","89,025778258","92,0357827594","89,756129618","96,8264025923","89,5248160679","78,4595301031","71,4062131807","85,5128470254","97,7113297678","97,3335175711","98,0891419646"
"HU","50,8473675426","67,1756061704","79,6052302674","76,7959267614","82,4145337734","56,686753486","27,7320739737","48,4979630821","93,8302234022","70,672079929","55,1989503024","58,5557897613","51,8421108436","90,4825699425","96,2651186697","84,7000212154","56,8636848762","64,6197449604","67,8137159678","61,425773953","50,038554929","50,038554929","54,3345932736","65,0160402106","89,8570161603","40,1750642609","45,40799496","43,9867934873","46,8291964328","18,7462788583","14,2592525637","3,651023451","18,0644210119","21,0623132283","22,0610410085","23,4583693298","20,6637126873","20,9422073754",1,"44,1378673854","17,6887547408","85,9942308051","85,8385990678","78,0107666317","91,3567976319","88,1482329398","76,7668291007","84,3168705883","69,2167876131","96,5054244815","95,9455311999","97,0653177631"
"MT","60,0946810594","70,9576002039","68,8787989899","65,2870934615","72,4705045182","73,0991408174","40,5214474231","82,9537744468","95,8222005824","82,4353631525","73,2612805482","72,1175039452","74,4050571511","92,7582625808","95,6460416881","89,8704834734","65,2237177113","61,2540572718","64,9365123803","57,5716021634","69,4506379097","69,4506379097","64,232244762","69,0153832516","74,3439148933","63,6868516099","59,7806035812","66,5973892702","52,9638178922","27,3626989453","30,5372768395","20,871808547","26,6711114908","44,0689104806","24,362493215","8,5030598782","40,2219265519","27,5375157897","31,1541036618","33,671941746","17,7865019613","91,7617116763","95,5539380804","91,4471403654","96,758201113","98,4564727628","81,6978035535","82,387057609","81,008549498","98,9750083684","98,9520280724","98,9979886645"
"NL","72,8705697609","76,6890351693","79,1785757192","66,410304167","91,9468472714","74,2777709979","38,4448966283","92,6112883827","91,7771279826","86,849366601","79,0641417066","78,2292292909","79,8990541224","95,4011808158","98,3689626254","92,4333990062","67,3144938136","80,8948093482","82,8871715653","78,9024471311","56,0139904389","56,0139904389","83,8617294989","79,2984338173","84,7312431083","73,8656245262","88,6876239038","97,9599590987","79,4152887089","52,9356013845","70,5955542935","74,4605483324","73,1519092258","64,1742053222","33,1329310493","50,5170310658","15,7488310328","63,4170951004","65,4783371932","74,3058220954","50,4671260126","89,894691164","91,7111722174","91,3077643755","97,1749116553","86,6508406213","79,2888731495","84,1147936597","74,4629526394","99,9004958858","99,9006896567","99,9003021148"
"AT","63,3323341736","76,1361972667","81,4247447519","73,8936385226","88,9558509811","71,1911416106","37,3457058173","81,8811863066","94,3465327079","85,9041388041","79,7788031271","75,420905762","84,1367004922","92,4997715486","96,7674025098","88,2321405875","63,2468370292","72,0113887139","76,2949231279","67,7278542998","55,5490244757","55,5490244757","61,1914365938","62,7036772035","74,0271577106","51,3801966964","59,7156670775","65,4608692764","53,9704648785","34,8736819487","59,0918233288","57,2235062733","59,0066797399","61,0452839733","17,4470907987","33,8941815974",1,"41,1379830895","58,2750810162","38,6511654385","26,4877028139","91,7030126415","91,3142675297","89,3626905885","96,0257994677","88,554312533","84,6209053111","80,5600386333","88,6817719888","99,8009104311","99,7514808116","99,8503400505"
"PL","56,8403348273","66,8363251096","79,502866156","77,1118680352","81,8938642768","56,1878403904","24,313221365","53,5706995321","90,6796002741","73,3312180182","61,4256863806","64,3723395993","58,4790331619","87,544280787","94,8520317571","80,2365298169","56,0017137625","61,3236306091","67,7495255783","54,89773564","51,1416547452","51,1416547452","52,4963224063","64,1370345983","69,6892790061","58,5847901904","42,9683705124","51,4550658993","34,4816751254","35,05146987","46,123333828","47,1376621356","44,6131005172","46,6192388312","38,2092609038","34,407863592","42,0106582155","24,43595834","39,6531842624","27,9623822183","5,6923085393","82,2050411382","86,5828169419","78,8744763501","91,7242606056","89,1497138699","67,8851520475","76,5499038823","59,2204002127","94,512411988","92,5780133662","96,4468106098"
"PT","56,0409838801","72,0436333203","85,4248153086","80,0990260646","90,7506045527","60,7585171034","30,9692519538","63,6746824344","87,631616922","70,9215996059","60,267003926","60,6817523194","59,8522555327","83,4598198515","93,479682182","73,4399575209","54,836027657","59,4503729512","58,0195186909","60,8812272115","50,5798328914","50,5798328914","47,5497994248","63,2594423059","87,0988401247","39,4200444871","35,7414378459","35,5110505387","35,9718251531","33,9247599737","48,6644108481","41,8673013425","59,6352838751","44,4906473269","16,3935523253","21,5173882764","11,2697163742","48,9402078634","61,2740020141","61,2740020141","24,2726195619","83,6420311628","82,6024793438","67,4054387021","95,2106540097","85,1913453195","75,4696801584","85,2842384286","65,6551218882","93,8659585677","97,5370325742","90,1948845611"
"RO","52,4277719748","67,1116304698","77,4732567092","74,5277563006","80,4187571177","58,1358153204","21,1119910574","57,6861529293","95,6093019744","59,4328613127","45,6871800296","52,1052080655","39,2691519937","77,3141393609","91,3158063432","63,3124723785","51,7791377402","52,9063268918","59,9752709462","45,8373828375","50,6759637765","50,6759637765","50,2689920521","70,6517922221","70,9056071136","70,3979773305","35,7665599478","31,5557623455","39,9773575501","33,1563979946","32,8739505279","45,728151235","23,2751837694","29,6185165792","21,4185252281","21,1581475447","21,6789029115","51,7679027285","56,5305506801","77,9805299553","20,79262755","70,4438819984","88,5953841135","85,7937135647","90,683608201","89,3088305747","42,4624760498","57,4673608249","27,4575912747","92,9209053135","91,6930143502","94,1487962768"
"SI","68,4178499216","71,8169955743","83,5302569796","79,554377796","87,5061361632","61,746258659","28,4475705625","65,2776776077","91,5135278068","81,6463985414","69,8371129989","71,394621785","68,2796042128","95,4526054776","94,7567738808","96,1484370744","55,0137142474","67,4429113837","71,0784239831","63,8073987843","44,8751202046","44,8751202046","72,8688806514","69,4881735281","87,8489902919","51,1273567643","76,4140644054","84,4870028707","68,3411259402","60,5953782244","65,4154452197","81,2199778661","52,585259607","62,441098186","61,4791086569","44,3792253963","78,5789919175","55,3236261481","84,2014392752","69,3423433428","12,4270958262","87,7181452305","89,1399374967","84,1913670392","95,0516857901","88,1767596609","75,8686277586","79,2540678283","72,4831876889","99,800741045","99,8509908678","99,7504912222"
"SK","52,3674192518","65,4692058661","80,5942777075","77,599784554","83,5887708611","53,1826456997","21,6029341132","42,5716318689","95,3733711171","74,0402723122","56,4115136115","55,8675668349","56,9554603881","97,1780683252","98,478749443","95,8773872073","59,9882956336","58,828390443","64,8379136689","52,8188672172","61,1710703951","61,1710703951","46,2590005179","56,503869911","70,6864918599","42,3212479621","37,8716560881","36,4393728411","39,3039393351","23,1021152442","28,9677503552","19,8582861199","38,1534552991","28,8915096466","14,6325938077","28,2651876155",1,"29,0883543376","32,027611984","35,5209754423","19,7164755866","85,3414875738","87,4211471973","84,3694323804","91,7587063163","86,135302895","73,0513608024","77,3378458411","68,7648757637","97,3275552228","96,9241051142","97,7310053314"
"FI","73,0270232793","74,7383131511","89,1730091323","83,9005018614","94,4455164033","62,640203656","33,4600957362","59,361955109","95,0985601229","86,4390349939","78,4910859459","77,8922007462","79,0899711457","95,1917874575","97,3216597551","93,0619151599","61,2993645512","81,442704739","84,5201522349","78,3652572431","46,1381053886","46,1381053886","77,365550656","82,1508409064","84,0503266241","80,2513551888","72,8590037821","81,5810016014","64,1370059629","65,3015138191","84,7978718359","88,0039471871","81,3942811653","84,9953871552","47,6453619866","57,3410873143","37,949636659","68,9229985956","90,9025401669","73,8367360199","42,0297196001","89,7234466416","91,0737110109","91,2454987615","95,730482444","86,2451518271","81,91646634","70,4603847496","93,3725479305","96,81744149","96,5182208756","97,1166621045"
"SE","82,5692452544","82,5715946291","95,3618232778","93,2497704924","97,4738760632","71,4968318059","42,8403516153","75,681560936","95,9685828663","87,5070556861","82,2671374521","83,2494617083","81,284813196","93,0807249651","94,7506378898","91,4108120404","72,8030876313","78,5440120467","79,6664207898","77,4216033037","67,4817778025","67,4817778025","90,0893985443","90,900599157","95,1191101659","86,6820881481","89,2854371186","92,7337367429","85,8371374943","79,4523765319","93,9345033841","98,3542087164","87,5174026305","95,9318988054","60,8173657921","63,0361449885","58,5985865956","87,794624801","81,371272568","97,7067480238","84,3058538112","94,0956012523","97,3758728553","94,8975221639","97,3640612194","99,8660351827","89,3494882847","85,8533492113","92,8456273581","95,755677143","94,8552620802","96,6560922058"
"UK","71,4557963444","76,6013205193","83,5789515114","76,9198050539","90,238097969","70,2062205757","42,8901896401","71,7174080316","96,0110640556","81,1594836906","76,9708752739","74,8046413281","79,1371092197","85,5760281989","95,2498110914","75,9022453065","71,8002751617","82,1905061872","96,5644896367","67,8165227377","62,7235401319","62,7235401319","69,8861593727","75,0712598014","76,5431955715","73,5993240313","65,0591888931","75,4553273919","54,6630503943","52,9783828055","53,0362282553","47,1997908052","49,7437087494","62,1651852113","40,7794261004","50,2235131998","31,335339001","68,7515273474","76,5196434843","88,9935852593","40,7413532987","93,1429473607","93,6558912429","91,8314618183","96,6554395228","92,4807723875","88,4871681716","84,0285823384","92,9457540048","97,5067163602","97,1297075992","97,8837251212"
